"Country","Category","Flow name","Flow code","Flow unit","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Japan","Metal ores","Material Footprint (RMC)","MF","t","201946172","216670895","250930174","286790547","279337060","269147615","283789920","306371211","329962932","317642343","309373890","327358155","307348044","316110001","340380455","373788520","454842072","483095914","521322483","512059695","520239614","464680531","475061352","457611525","465645675","492495697","505079586","490396886","467414777","430985302","506674748","494270145","484236294","437786801","485956088","525912256","528734461","499715015","501233350","473346553","479282125","493688915","511879387","524285597","514576683","503860713","510217579","545358196","572360559","623765433","626690215","627901216","527674483","504658417","504097003"
"Jordan","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan","Metal ores","Exports","EXP","t","0","371","830","701","10160","4264","13300","13132","8672","17731","17357","25613","25542","14651","20034","15756","13897","26545","35020","33254","29541","25921","31920","38599","29972","33989","0","33733","23690","52174","65913","147723","118719","84702","123986","73689","166178","180504","228423","104302","262158","316766","265061","337419","275301","199433","183277","121752","161121","167338","166854","167588","168214","168775","169306"
"Jordan","Metal ores","Imports","IMP","t","1683","29068","80670","84511","95738","117790","237293","268891","214660","445824","332076","374256","371920","416910","346393","370027","377344","376505","291936","285899","339693","377929","611046","701404","601236","627798","0","475341","567293","640739","607370","917976","710038","670155","825190","688351","1024694","1085208","1074163","604304","1046963","984499","1220204","1365858","1314734","1515083","1656280","610706","689386","680284","652709","652007","702931","744592","784697"
"Jordan","Metal ores","Material Footprint (RMC)","MF","t","588964","573038","604185","617560","613248","623320","690145","676401","698509","737780","798313","848829","837364","838443","961663","1039446","1091263","1047510","964723","782454","761084","683204","1312547","1375810","1309488","1138529","1346952","1203240","1375758","1401320","1408570","1320976","1402907","1328598","1653920","1985252","2120479","2534071","2495799","2691713","2642639","2801219","2921291","3431433","3823092","4850663","4762787","4718872","3976683","3549138","4613641","5073328","4743662","4758850","4876910"
"Kazakhstan","Excavated earthen materials (including soil) nec","Exports","EXP","t","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kazakhstan","Excavated earthen materials (including soil) nec","Imports","IMP","t","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kazakhstan","Metal ores","Exports","EXP","t","","","","","","","","","","","","","","","","","","","","","","","0","0","0","8235769","2574405","2182560","1900688","2143385","1392034","15177930","17455209","10373220","20959521","18580519","23972334","24764646","24092393","23528313","19640966","30124208","34174509","24932778","23799568","15544685","16849885","17640825","17436885","17809132","17899828","18792615","19119615","19640403","20226468"
"Kazakhstan","Metal ores","Imports","IMP","t","","","","","","","","","","","","","","","","","","","","","","","0","0","0","436318","356494","297113","1684928","1089381","183036","1162207","1082010","1410103","1821795","2407423","2636584","4223268","4417030","3325430","1885339","2225826","3138424","4982559","3334257","3219753","2707097","2435194","2619640","2882057","2966223","3071219","2998649","2850868","2969813"
"Kazakhstan","Metal ores","Material Footprint (RMC)","MF","t","","","","","","","","","","","","","","","","","","","","","","","12552738","24302676","22804509","20771065","22805558","25650387","29201537","25659799","20535792","27795759","27178567","27023734","21440592","31470672","33837524","36912927","21468310","44993035","41570731","37831392","58772067","72657482","89930882","129655048","126865739","127595825","111299201","107924480","107089133","98507173","94153797","98783047","102547177"
"Kenya","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kenya","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kenya","Metal ores","Exports","EXP","t","21485","0","0","0","0","0","12334","12225","10440","7303","16840","14499","14418","11229","14732","22949","26773","22521","24570","0","34662","34846","56868","93800","133455","234831","153455","128977","121633","86218","78986","109172","47540","130631","147572","170468","179945","167223","177004","181000","231677","0","0","243574","1","710993","858967","782617","954202","772293","752674","797421","825080","854046","882460"
"Kenya","Metal ores","Imports","IMP","t","118755","0","0","0","0","0","94483","84388","140215","61366","312160","234746","191741","191202","231579","219023","222089","307264","329067","0","425090","245348","214058","295767","334935","449297","387958","458237","324159","414540","367110","509938","572532","474193","659287","542666","615191","671157","616143","821795","862228","0","0","1393875","1","1823631","1771885","1629391","1573609","1473647","1480980","1545935","1613349","1652538","1739165"
"Kenya","Metal ores","Material Footprint (RMC)","MF","t","909770","910444","923528","959259","1003730","986599","994107","1025850","986931","997960","1040496","968623","935946","883102","989476","1004964","1030933","1051391","1028900","980601","1028484","951118","888482","842932","1287680","2648595","2034701","1652432","1921865","1674394","2096381","2673591","2568343","3201518","3334084","4491929","4620230","4876994","4753978","4507160","4849646","6030919","5892679","5838363","6838284","6355488","6005115","6790158","5851918","7092748","7255075","7688184","7581538","7517254","7690020"
"Kiribati","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kiribati","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kiribati","Metal ores","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","12","14","0","0","0","0","0","0","0","0","0","88","0","1872","425","13","156","109","263","116","236","167","240","216","223","230","231","242","247","254","261"
"Kiribati","Metal ores","Imports","IMP","t","165","0","0","175","91","104","110","88","89","91","48","0","0","134","66","60","37","59","301","257","161","160","158","200","265","1297","437","1658","424","805","0","0","0","0","193","1001","384","647","564","832","333","478","1120","496","1728","1915","1794","1820","1846","1872","1804","1837","1887","1954","2007"
"Kuwait","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kuwait","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kuwait","Metal ores","Exports","EXP","t","11229","4906","18326","26543","39045","22913","48334","81714","28282","37555","58054","95706","60943","43328","57070","0","108467","30487","26080","29918","13508","1345","3700","9269","14793","20272","19146","26823","25156","34304","59814","57647","57272","74751","100519","0","338981","214359","247768","172570","276275","502278","0","393858","396289","226708","249227","192039","266346","251870","251292","252169","252918","253589","254224"
"Kuwait","Metal ores","Imports","IMP","t","1518","31014","48107","30616","60437","68592","156950","222067","234185","233656","177886","257773","253172","251140","404344","0","228382","102136","125654","148480","97389","47477","310726","210340","100240","163191","187632","234166","288086","148191","146518","194785","231890","316439","555659","0","1976882","2296301","2431094","0","1761904","2250148","0","2253361","2492259","2601271","3193982","2452219","2363203","1885719","1808308","1801359","1940209","2053436","2162424"
"Kuwait","Metal ores","Material Footprint (RMC)","MF","t","7958579","9275492","9629799","9861417","17552582","14564188","15285488","14130181","12898485","16873849","17637004","15966471","13501670","13145088","14172335","14093190","11163649","11999058","10333305","11384654","3718183","13981973","4438404","3820214","3466106","3831718","4097665","3822472","5657037","4132175","3746803","4518437","4899340","5271175","5779946","6540965","6823395","9809316","10840665","7787034","9165077","9300764","10207251","11670338","15206716","18918093","21536879","20858620","21584168","19992469","14473319","14618391","14631922","13728987","13982468"
"Kyrgyzstan","Excavated earthen materials (including soil) nec","Exports","EXP","t","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyrgyzstan","Excavated earthen materials (including soil) nec","Imports","IMP","t","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyrgyzstan","Metal ores","Exports","EXP","t","","","","","","","","","","","","","","","","","","","","","","","0","0","0","77254","34398","0","26725","80389","56724","13830","22252","18891","27530","18132","25534","40472","34190","20934","32497","124641","216094","180727","175591","48931","140735","136647","217093","280160","278808","290526","286995","289999","295040"
"Kyrgyzstan","Metal ores","Imports","IMP","t","","","","","","","","","","","","","","","","","","","","","","","0","0","0","65170","39654","0","52482","48648","43678","66676","83692","97914","95556","97928","132037","204699","253368","251065","186493","228319","342872","487958","474159","411385","392206","210020","237148","214717","221235","229429","224751","214931","224654"
"Kyrgyzstan","Metal ores","Material Footprint (RMC)","MF","t","","","","","","","","","","","","","","","","","","","","","","","496038","378528","229471","239919","250205","299967","278103","281519","110857","89760","115070","105586","92293","111934","187452","252422","328641","269401","379336","399976","585589","640281","554945","347927","349541","411731","474675","443237","418930","395258","417420","422804","435726"
"Laos","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Laos","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Laos","Metal ores","Exports","EXP","t","1725","1517","2048","1730","1460","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","440354","329371","194458","793164","731631","602517","739039","814179","696428","1390517","1391952","1459778","1494310","1534763","1576538"
"Laos","Metal ores","Imports","IMP","t","8908","9891","7166","6310","9401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","129175","237255","136208","289831","407902","304984","285767","188363","223089","355972","346232","353001","363842","377969","389495"
"Laos","Metal ores","Material Footprint (RMC)","MF","t","174585","173998","182111","190123","193354","199706","203475","174763","157757","147001","154636","182980","201138","204589","237747","255566","245375","227052","216247","239256","196060","296692","395335","546602","664940","711830","759695","788111","623818","792840","818534","879106","953499","2633547","2017463","1751931","2012358","2477745","2630847","3002463","2606985","2296741","2491266","2958098","2733826","2622970","2506731","2938374","3129808","3688080","3439302","3676831","3272530","3121816","3084635"
"Latin America + Caribbean","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Latin America + Caribbean","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Latin America + Caribbean","Metal ores","Exports","EXP","t","91768230","81061910","81132304","109715927","133282879","124000869","114045735","102180744","107488365","122296968","120082870","124817302","117660361","105361566","129867629","130951773","114227292","132540190","167105602","177057993","174252664","174040903","163796352","171665995","183100938","194519181","196530023","207071080","218998990","210975860","228312985","231462412","246302846","251936064","299560859","312491916","325176081","348297867","372450183","341521287","407805629","436023631","424066219","438394760","448272129","474726386","485728692","496336394","497635607","456046318","454415946","473684681","484741671","497895188","511621381"
"Latin America + Caribbean","Metal ores","Imports","IMP","t","7918148","7608333","6936490","9271032","12507998","11724230","9820613","11756457","11664950","11894482","14987994","15017137","10706177","9746314","12332322","11784706","13977476","15469055","16361695","18486584","16623153","18148310","20009631","17535739","20109748","22679993","26687978","29699259","32824147","32416003","33394016","30866422","33777373","35577806","46449646","38960228","45014690","45526097","51969340","29022968","44143080","46325269","55891742","45588378","47999641","47689976","43632901","38265969","41087312","37060103","35818363","37556897","38985167","40355559","41443788"
"Latin America + Caribbean","Metal ores","Material Footprint (RMC)","MF","t","144261426","143134570","147462133","156968092","178201427","165823057","181736950","181375720","178150331","196584834","221001094","247473282","247218404","233043879","260761502","274717288","257336412","277543911","294121873","295940681","331841734","306795624","349580945","357166050","365776502","355133645","375208983","399527391","454472928","456478534","461212100","464231529","407390169","378477859","371195815","381767620","395536691","460985461","473943478","408182031","476093137","490872068","499336646","525121853","520636137","493228907","441342178","473142920","453013313","462006748","408921099","487697772","502775885","519473881","534265775"
"Latvia","Excavated earthen materials (including soil) nec","Exports","EXP","t","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Latvia","Excavated earthen materials (including soil) nec","Imports","IMP","t","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Latvia","Metal ores","Exports","EXP","t","","","","","","","","","","","","","","","","","","","","","","","0","0","369095","326906","292248","433763","523956","604266","639179","652029","681655","725684","1083657","983140","927649","1022357","1031411","969903","1048883","1045689","1363699","826986","626083","833655","693893","353292","320475","291347","286169","299464","309087","319232","329484"
"Latvia","Metal ores","Imports","IMP","t","","","","","","","","","","","","","","","","","","","","","","","0","0","151643","154863","154619","214328","347426","294150","368225","451090","500995","626399","894348","827655","883956","1063339","961927","644156","836655","1102601","804512","841032","940630","1069483","1048139","493050","618377","502942","478711","498110","512438","524880","536407"
"Latvia","Metal ores","Material Footprint (RMC)","MF","t","","","","","","","","","","","","","","","","","","","","","","","707727","1224584","507018","488080","638681","786368","877480","948955","956428","999088","1036038","1051967","1223432","1781623","1774885","2066239","1830199","1181425","1264144","1477466","1571982","1590965","1570498","1422078","1348953","1444359","1552577","1678903","1670870","1970505","1901331","2021487","2078088"
"Lebanon","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lebanon","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lebanon","Metal ores","Exports","EXP","t","123965","110450","111619","77897","0","0","0","44478","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45743","34740","45223","32046","43160","57376","53297","74972","89801","98599","120049","121147","91400","100420","101952","106655","107771","115142","103839","83178","90170","90855","91024","90255","91421","92417","93310","94154"
"Lebanon","Metal ores","Imports","IMP","t","331571","269436","343293","446508","0","0","0","335769","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1015303","1056925","909415","693482","871649","743936","850789","777965","786309","759980","972120","1089858","1373066","1354940","1407792","1519285","1659312","1606511","1371351","1771053","434340","381418","402639","386420","385567","415157","439336","462615"
"Lebanon","Metal ores","Material Footprint (RMC)","MF","t","3074518","3145792","3550544","3878696","4347827","3652355","1674272","2449116","2270778","2289289","2402710","2288648","1661625","1683392","1310073","1356982","1534197","1174082","1599051","1262754","997649","1580286","2010247","2862119","2786087","2613769","2799251","3665869","3516109","3161119","2798458","3630259","3129720","2977083","2763708","2610168","2772613","3209940","3733517","4466240","4606632","7051899","7959939","10149201","12779751","10357241","10346242","8130260","8995436","7314510","9216775","7855118","5669839","5441838","5465161"
"Lesotho","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lesotho","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lesotho","Metal ores","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","50","114","858","38","0","0","0","287","25","16","52","64","107","724","606","1967","1183","1236","1289","1276","1346","1390","1438","1488"
"Lesotho","Metal ores","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29780","18893","33464","34541","25694","0","0","0","11162","13865","15641","23744","29823","35620","19033","11211","49720","31587","31723","31861","32095","33476","34960","35838","37711"
"Liberia","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Liberia","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Liberia","Metal ores","Exports","EXP","t","23624990","20606836","22978379","25024719","25172304","18400808","20533196","17663768","20853083","19865715","17199372","20694324","16303754","15211936","16692631","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Liberia","Metal ores","Imports","IMP","t","12690","12652","14062","10208","10318","15180","21715","16786","16301","8757","9088","13688","4408","18733","9461","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Liberia","Metal ores","Material Footprint (RMC)","MF","t","108623","113772","108038","106934","122168","108215","113957","97156","91778","94911","95566","121673","113876","107963","104903","98822","100948","90867","94116","83634","48524","48669","40524","26452","36304","29136","41377","73033","108158","99867","46549","61498","62219","56588","474224","500739","524349","208564","303089","345623","340581","449262","469796","497899","334548","507550","556093","479065","483618","469860","472666","398887","412310","417670","429841"
"Libya","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Libya","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Libya","Metal ores","Exports","EXP","t","77","58","181","16","74","59","67","90","127","72","94","42","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","1798","2964","0","0","0","0","0","0","0","0","453097","416957","342485","581230","0","0","0","0","0","245366","0","335264","344619","341506","360284","371895","384707","398025"
"Libya","Metal ores","Imports","IMP","t","111730","113068","154466","186047","299680","343566","266107","285682","357292","372707","469478","476046","504158","417964","347157","234056","173299","139838","162811","230945","0","237342","0","0","0","0","0","381006","316161","0","0","0","0","763491","1130890","0","0","296588","404500","783741","1294787","0","0","0","0","0","1188970","6","1681689","1703246","1708913","1784819","1861698","1905795","2005848"
"Libya","Metal ores","Material Footprint (RMC)","MF","t","3131545","3474736","3741527","4287873","6444903","5607206","6857004","7046128","5736795","6977010","8429330","7291778","7097582","6816148","6533487","6961817","5047011","4327582","4459837","4664858","4053929","5479623","5773402","7207869","5620264","3007583","3425769","3451679","3374071","3175716","2956918","4249485","6121598","6296196","4901689","5746616","5395499","7416187","8772717","10175453","8091468","5129648","7442119","8679392","6811414","4676988","4621092","3584500","3894052","5915964","3857504","2812721","2452404","2492564","2619552"
"Liechtenstein","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Liechtenstein","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Liechtenstein","Metal ores","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Liechtenstein","Metal ores","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lithuania","Excavated earthen materials (including soil) nec","Exports","EXP","t","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lithuania","Excavated earthen materials (including soil) nec","Imports","IMP","t","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lithuania","Metal ores","Exports","EXP","t","","","","","","","","","","","","","","","","","","","","","","","26700","0","311467","409483","118954","127944","154225","139443","171243","201652","384134","206913","220542","284032","316230","367034","385502","302082","376817","469788","515816","502059","526574","593817","675765","488316","492335","477911","468821","490843","506988","523905","540952"
"Lithuania","Metal ores","Imports","IMP","t","","","","","","","","","","","","","","","","","","","","","","","43391","0","242601","577986","345252","373230","435873","339038","383812","466584","852040","638131","794475","840736","987868","1139609","972521","547630","714454","902389","934856","993328","1081569","1141140","1287374","599962","638202","648839","617040","642498","661283","677710","692909"
"Lithuania","Metal ores","Material Footprint (RMC)","MF","t","","","","","","","","","","","","","","","","","","","","","","","384166","1130483","777161","783498","1005687","1306860","1602788","1960516","1998996","2300302","2186351","3633590","2898774","2948076","4502276","4729622","4061253","3832276","3892239","4113275","4701636","3609924","3028688","2736287","2687866","2750512","2934148","3386177","3109744","3807983","3665028","3888257","3997659"
"Luxembourg","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luxembourg","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luxembourg","Metal ores","Exports","EXP","t","2879327","2503340","2901225","3216241","3330507","2549067","2605430","2518118","2756431","2946967","2815112","2629998","2263123","2364251","2650730","2642578","2460744","2580652","2947289","2929216","3045335","3017208","2779173","2895181","3137799","3143223","3186949","3508020","3706426","4703066","5453871","5327142","4999690","4816854","5880564","4060254","4918846","5151613","4508141","3317833","3806115","3829062","3230640","3067919","3357993","3207219","3160509","2531106","2629937","2539594","2498406","2612893","2694407","2781038","2868899"
"Luxembourg","Metal ores","Imports","IMP","t","401409","374223","412713","494404","538039","430446","562530","533348","523638","538819","537479","502313","490616","543344","593299","601251","604458","650969","845840","818509","819094","861839","850757","841400","1009767","1055624","1030398","1324896","1529923","2485459","3272433","2890341","2751088","2767476","3324869","2282049","2743371","2409790","2090092","1445079","1605727","1514219","1406941","1446907","1452292","1389808","1347406","667636","769441","651084","616599","644203","664488","682753","699557"
"Luxembourg","Metal ores","Material Footprint (RMC)","MF","t","2598280","2149944","2115045","2121537","1807356","1562843","1524078","1316733","1119641","1080003","1043770","908107","725824","727193","752509","787303","905323","972992","999316","1012701","1038351","1060992","1031114","1139326","1258471","1303820","1207724","1407792","1490979","2492943","1904379","1442415","1217435","1340686","1285565","1353886","1528441","1433169","1393559","1198635","1579086","1580071","1405646","1584015","1547900","1355686","1422311","1914898","1496959","1693220","1640752","2271803","2108406","2163040","2214667"
"Macau","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Macau","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Macau","Metal ores","Exports","EXP","t","234","0","0","631","426","213","344","315","338","1115","2434","6513","9797","10546","12617","11493","10967","11791","16347","14788","16198","19265","12677","47179","32444","26692","18418","11800","4450","9775","11142","12543","14690","21445","30919","25262","24353","35663","42142","22888","1532","4023","4331","0","20693","33853","10574","0","3872","1791","1786","1878","1923","1975","2027"
"Macau","Metal ores","Imports","IMP","t","11506","0","0","25428","14763","10733","19017","20711","21820","34430","39595","81531","0","68058","53480","75117","71759","78193","123437","108881","114494","146141","134164","193384","200058","111945","99725","92752","55016","64065","38842","38920","50187","153503","173930","440615","561112","645843","466716","143300","130031","183396","287809","0","689355","653847","430599","344","108314","42742","41676","42508","43861","45609","47046"
"Madagascar","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
