"Country","Category","Flow name","Flow code","Flow unit","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Colombia","Metal ores","Imports","IMP","t","299462","434557","323606","288864","362175","282891","316435","328748","458266","547040","562160","604149","687593","585015","635334","707359","597185","533625","634448","658410","689279","550095","822279","1088195","1346549","1471178","1270835","1379554","1459166","941847","1286978","1283804","1250957","1355022","1601482","1763033","2061124","2341820","2266387","1726330","1828553","2396300","2576022","2768702","3152760","3067711","2927966","1600519","1752913","1674210","1592914","1679471","1741692","1795065","1812951"
"Colombia","Metal ores","Material Footprint (RMC)","MF","t","3341161","3215988","3226520","3351977","3637939","3524979","3724933","3798842","3746468","4000715","4930426","5171176","5139566","5055840","6328613","7163603","7237464","5819088","6024542","6004230","5728179","6632583","7997497","8481838","9411602","10131261","10674280","11474700","10675756","10563488","11435075","11992651","11320329","14529904","13199021","14308015","14878941","17392841","19271581","20853143","20227078","20887293","23396190","22236761","23926293","23301328","21561600","21011553","20742786","20669054","19111839","21094377","21536469","21791818","22158153"
"Comoros","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Comoros","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Comoros","Metal ores","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","12","23","0","0","4","0","0","2","11","0","0","0","434","162","614","1091","215","252","96","79","326","116","160","168","165","174","180","186","193"
"Comoros","Metal ores","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3726","3321","3621","1718","2309","2405","1275","4433","3596","3208","3146","5039","2896","5929","13401","12395","12222","14858","15941","11846","15370","16725","15913","4442","4363","4415","4597","4805","4932","5186"
"Cook Islands","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cook Islands","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cook Islands","Metal ores","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cook Islands","Metal ores","Imports","IMP","t","0","0","0","844","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","905","0","283","0","302","217","210","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Costa Rica","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Costa Rica","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Costa Rica","Metal ores","Exports","EXP","t","3006","3377","5244","5175","4038","3974","7546","9917","9252","6509","7516","5357","4229","5540","8132","10802","18495","22565","27151","23861","21779","24489","28526","31447","43126","41708","91995","64255","85159","103133","106854","111823","125718","118903","118550","138910","122975","172238","223987","137596","177626","189739","216028","219728","230907","220255","271143","205940","224015","195996","192734","201607","206431","211857","217708"
"Costa Rica","Metal ores","Imports","IMP","t","37535","40777","51685","51625","72147","65057","82175","97708","101968","78949","72345","56073","42608","28178","82389","85395","186835","199756","215091","227926","235123","206245","280923","309708","326958","325510","406867","425528","515622","504084","525696","499201","587392","613409","576931","447163","721755","731970","820600","326332","665501","772893","863232","820840","795078","815073","953519","617937","652396","539314","512688","543102","564187","582219","587989"
"Costa Rica","Metal ores","Material Footprint (RMC)","MF","t","1763681","1739092","1917494","2085928","2016992","1950360","2052531","2131282","2129748","2123036","2276964","1679387","1784281","1891072","1977722","2274079","2268529","1852568","1868965","1894270","2277062","1541649","1985377","2086236","2287750","2148310","2133338","2158832","2780624","2259113","2017823","2138148","2325650","2361528","2556322","2776554","3977103","3804328","3185277","2594536","2929303","3405936","3688473","5468420","4445507","4621926","4054613","7242169","6610209","7055399","3323851","3829855","3841307","4056715","4177176"
"Cote d'Ivoire","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cote d'Ivoire","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cote d'Ivoire","Metal ores","Exports","EXP","t","10458","7366","11751","12661","10600","9077","6426","7344","7317","11287","0","12694","15400","14743","0","18681","0","0","0","0","0","0","0","0","0","51493","58832","64494","65338","80872","66899","70580","66258","57080","160429","43380","39467","41751","83901","156627","154455","144798","235790","215537","321435","307608","407642","749765","1448037","2243766","2169560","2302986","2385445","2469803","2550250"
"Cote d'Ivoire","Metal ores","Imports","IMP","t","42543","53155","73733","101352","132727","118149","154636","179225","234455","194942","0","132185","105759","116397","0","101480","0","0","0","0","0","0","0","0","0","101652","85257","200581","254437","232921","187585","194425","188970","143630","229034","187359","192784","232276","243538","250374","257355","171606","283924","338222","364133","459014","494595","473929","250815","247507","249392","260097","271645","278495","293040"
"Cote d'Ivoire","Metal ores","Material Footprint (RMC)","MF","t","590446","593441","634607","720987","769418","845256","930406","1036248","1028261","1088370","1074212","886665","784030","707160","761953","802760","910098","913945","864580","888513","993663","741120","918253","805057","622098","933663","1160283","1046400","1078853","1132786","1090115","963317","1048163","1329133","1464792","1448891","1793101","1893955","1799658","2060358","1939545","1778459","1942941","2723203","2564291","3349722","3305726","3169056","3077192","8646081","23498247","23332166","24234624","24566068","25479004"
"Croatia","Excavated earthen materials (including soil) nec","Exports","EXP","t","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Croatia","Excavated earthen materials (including soil) nec","Imports","IMP","t","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Croatia","Metal ores","Exports","EXP","t","","","","","","","","","","","","","","","","","","","","","","","321000","184870","223100","149724","135364","181424","190642","186452","200585","177385","210324","193904","247573","244868","295400","314171","336275","264311","279287","340080","269783","364591","434539","425611","333567","257991","518712","530759","518743","543866","562940","582596","602250"
"Croatia","Metal ores","Imports","IMP","t","","","","","","","","","","","","","","","","","","","","","","","620028","454389","482631","559842","648046","850692","748477","718367","795098","1076954","1171049","1383481","1390180","1493584","1674272","1805911","1757002","1272721","1184991","1194176","1070547","1091439","1129182","1228325","1348877","618049","809223","942130","892738","932275","961346","987425","1011435"
"Croatia","Metal ores","Material Footprint (RMC)","MF","t","","","","","","","","","","","","","","","","","","","","","","","3138339","3657938","3792034","4551062","4532844","5575833","4789510","4709661","4783369","5304088","5658695","5107765","6853656","6799903","6323634","6231584","6252218","5225106","4404555","4237298","3848141","3735978","3838324","3173268","3262645","3343160","3178281","3359693","3321620","3663445","3729298","3936177","4067472"
"Cuba","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cuba","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cuba","Metal ores","Exports","EXP","t","28199","0","0","0","0","30874","34634","43840","37296","35408","37795","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","316100","382648","311955","281766","254451","231933","243173","166060","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cuba","Metal ores","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1108345","0","0","0","0","0","0","0","0","0","302393","192446","219761","133267","147037","160500","251895","241890","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cuba","Metal ores","Material Footprint (RMC)","MF","t","6072469","6485054","6675510","6885924","6722488","6559022","6599387","6071424","6123493","6028153","5662185","5689764","5750451","5973999","6365883","6232946","5565743","5331390","5356019","4982035","4136533","4848563","2643527","1938222","2103201","2173625","1856975","2049851","2356882","2704578","2360234","2411664","2059004","1720702","1798272","2529045","3812310","3957462","4647866","2157576","2937066","3556262","3328789","3555526","3164936","3267561","2924134","2634120","2308586","2232806","1911322","3859679","3842875","3871180","3923706"
"Cyprus","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cyprus","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cyprus","Metal ores","Exports","EXP","t","169521","180256","120083","115369","92113","72308","58034","49768","39730","25706","12020","17125","18427","15910","9043","9739","7065","12674","23202","14817","8873","9525","10216","8013","6715","10566","10847","14359","17298","16496","19419","30696","17150","14886","15741","14513","14440","18132","15143","16239","21206","18580","20218","16372","16397","13354","13608","17658","110539","15701","15239","16020","16649","17280","17903"
"Cyprus","Metal ores","Imports","IMP","t","3683","25861","26870","30731","27691","29156","75844","121275","126127","175603","117480","115633","141839","137478","154658","167908","212199","179394","203572","220575","186383","223559","268207","237141","269375","270305","262594","227429","304980","257242","268740","294570","348869","416666","437464","414973","460944","582412","588072","377701","436881","297071","217369","166422","140012","181411","213083","118759","212063","142025","134621","140547","144906","148808","152402"
"Cyprus","Metal ores","Material Footprint (RMC)","MF","t","1291968","1321358","3724503","3436283","2919131","2263504","2069064","1951146","1722941","1340875","1205454","1230114","1322845","1416527","1483491","1523288","1451700","1376188","1463354","1520947","1389280","1411827","1837704","2045702","1692147","4555106","1724813","3061927","2113196","2412634","1743326","1968153","2039838","2507073","1799258","1332262","1639114","1827668","2460343","2019276","2448971","2851113","1954300","1980343","2056454","1322900","1298134","1497357","1322109","1349994","1481115","1524971","1462966","1514673","1552523"
"Czechoslovakia","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Czechoslovakia","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Czechoslovakia","Metal ores","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","29480","38937","40332","79646","69392","68784","63335","248306","221244","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Czechoslovakia","Metal ores","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","14374805","15016226","16244220","15376052","17606064","19572186","18376223","2320493","2383069","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Czechoslovakia","Metal ores","Material Footprint (RMC)","MF","t","20325791","20586783","19889789","20014059","21341447","18418151","18789123","19975492","19275128","18755560","18116267","19990419","19445963","19061853","17509918","17370553","17177331","21070881","19331468","17105281","22635147","10722402","9514932","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Czech Republic","Excavated earthen materials (including soil) nec","Exports","EXP","t","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Czech Republic","Excavated earthen materials (including soil) nec","Imports","IMP","t","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Czech Republic","Metal ores","Exports","EXP","t","","","","","","","","","","","","","","","","","","","","","","","","4559820","5097284","5421946","4806163","5171102","5105627","5073961","5467228","5885308","5976261","6229369","6599657","6492954","7025793","7419656","7190085","5551480","6487507","7309147","7456698","7557381","7178059","7342293","7668461","4918484","5116978","4631397","4549463","4760679","4913435","5074550","5237390"
"Czech Republic","Metal ores","Imports","IMP","t","","","","","","","","","","","","","","","","","","","","","","","","9077538","9115429","11901208","10450170","10186035","10890133","8629768","10868372","11173798","11177901","12700471","14487490","13080464","15230438","14464426","15789138","10595382","13349011","15724320","14339743","14761077","14736305","15176653","15464543","11066958","11811228","11203772","10653822","11093987","11418678","11702955","11965878"
"Czech Republic","Metal ores","Material Footprint (RMC)","MF","t","","","","","","","","","","","","","","","","","","","","","","","","8565647","9042421","11036675","11193379","10925526","10861721","12382377","11390357","11073610","11218448","11849657","14368697","16384155","14243414","15987167","16817793","14132633","14357718","14709661","14065033","13699612","13590585","13176717","12599915","13365617","13935849","14306762","13977230","17052158","16654378","17687835","18266995"
"Denmark","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","Metal ores","Exports","EXP","t","314424","469330","473644","458020","492548","460745","545448","676932","804670","944546","937768","852610","730598","1061812","932712","831038","865638","917144","957879","977360","963911","1014434","1060862","1023627","1139404","1277739","1176711","1470241","1382728","1537903","1593513","1617173","1455442","1613375","1653653","1583110","1753557","1898296","2158892","1425842","1589371","1851416","1660287","1644435","1672115","1604915","1725853","1101600","1081162","1021933","1000852","1048500","1083997","1120906","1157969"
"Denmark","Metal ores","Imports","IMP","t","1893205","1639740","1901455","2097818","2089562","1793912","2036374","1702262","1729240","1945884","1920654","2030102","2296433","1920783","2002389","2178994","2166388","2051262","2159453","2293237","2302859","2336342","2593073","2129160","2673062","2872511","2458980","2919867","3150152","2953756","3184442","3309356","3531649","3742241","4215845","4162923","4759316","4929731","4851989","2502199","2851371","3319915","3139025","3260654","3219710","3500906","3679149","2780600","2697528","2655020","2524529","2629001","2706078","2773543","2835947"
"Denmark","Metal ores","Material Footprint (RMC)","MF","t","10668145","10793180","11251275","12192341","11785810","11747339","12299401","11784573","11849257","12297781","11276272","10054433","9662381","9756186","10176639","10870192","12675559","13519075","12997220","12506877","8731471","8871904","9447523","9317064","10382169","11116524","10843385","11363918","12703705","10268733","11048908","11032024","10396600","10595501","11541061","11932421","13411614","13997372","13566428","11686327","11337867","11712841","11383167","12289989","11898619","11039137","11209237","11647848","11917335","11572016","12733457","13672414","13402599","13660423","13874758"
"Djibouti","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Djibouti","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Djibouti","Metal ores","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73","110","122","92","144","87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","632","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Djibouti","Metal ores","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","1740","1684","0","8473","3726","3164","3188","2495","1741","2452","2447","3892","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14553","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Djibouti","Metal ores","Material Footprint (RMC)","MF","t","115621","119839","129007","135819","149148","149794","163295","151848","136579","136681","143493","150419","154889","147712","153349","161795","160165","162960","151300","156244","145947","143112","187889","162072","163332","200611","170280","234231","193347","144352","153750","119051","136358","151264","158417","141598","181946","264172","218905","316101","461165","431725","380468","717154","552413","708591","704231","824499","519529","746449","991829","776202","755290","763886","794024"
"Dominica","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dominica","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dominica","Metal ores","Exports","EXP","t","0","0","0","0","0","0","0","2","4","13","15","32","0","2256","0","50","16","7","64","38","0","0","0","21","31","128","42","27","0","25","30","2","43","3","54","41","67","53","39","45","109","0","94","87","80","73","66","60","53","46","45","47","49","50","51"
"Dominica","Metal ores","Imports","IMP","t","0","0","0","0","0","0","0","1052","1245","1493","4591","2728","0","2816","0","2101","1884","2418","3457","9467","0","0","0","3644","4352","6038","5752","4851","0","7930","6187","5786","4328","5686","5343","6382","5743","8363","7427","6240","3847","0","3415","3537","3658","3779","3900","4022","4143","4264","4052","4302","4472","4618","4664"
"Dominican Republic","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dominican Republic","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dominican Republic","Metal ores","Exports","EXP","t","1573315","1311753","1268452","1493968","1558845","980803","688066","845703","811971","702321","633853","442351","156416","58310","0","72753","87825","388132","267553","0","0","0","72974","81538","95504","107182","98748","103271","0","0","0","97766","180066","248951","317755","231256","300492","421308","396003","262090","259013","397713","327014","1199905","1692793","1784828","445604","162051","206017","223310","219701","229789","235288","241491","248186"
"Dominican Republic","Metal ores","Imports","IMP","t","86496","0","72511","94777","116364","118166","124581","122775","115043","103089","133596","81169","159311","147410","130171","93212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","488020","437586","267087","231423","455743","612286","702332","819058","331249","668758","965195","643149","602701","762783","806952","751084","445203","538089","552759","525186","558211","580569","599650","605560"
"Dominican Republic","Metal ores","Material Footprint (RMC)","MF","t","800922","827405","2072175","2762137","3021982","2925606","2855576","2893926","1929640","2715133","2165878","2385680","1518226","2374929","3269774","2034557","1899708","2185371","1754489","2182201","4158813","4063942","3776720","2744160","2276996","1763228","1699115","2144551","2171506","2257808","2519469","2208133","2236310","1670805","1541277","2256732","2780438","2884180","3168249","2013646","2428117","2430334","2506029","2218652","2414967","2682792","2933393","3053823","3179480","3734401","3712450","4546182","4798120","4875010","5012425"
"DR Congo","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DR Congo","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DR Congo","Metal ores","Exports","EXP","t","209125","0","253509","238727","389904","264810","80921","335894","104163","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DR Congo","Metal ores","Imports","IMP","t","132584","0","114505","96321","97231","87733","87709","59660","55454","0","0","0","0","0","0","74771","50431","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DR Congo","Metal ores","Material Footprint (RMC)","MF","t","2362548","2438852","2579941","2850564","2955560","2905409","2385957","2532817","2267709","2083388","1798518","1570101","1405360","1230077","1000558","1073429","1099385","930895","964407","1281427","1588288","893240","977611","509742","496484","553207","899349","435140","801381","552833","780393","698647","716627","1104100","1069255","1716508","2155465","2189928","4379722","4138102","4730979","5710145","5393659","5641912","7056644","6936334","6786125","6165163","7862382","6735285","7265414","7705308","8213942","8344836","8701018"
"Ecuador","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ecuador","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ecuador","Metal ores","Exports","EXP","t","3381","4317","3074","2172","1698","726","1946","2478","903","9183","22582","4446","1500","619","831","528","2116","4926","4606","7124","3525","4939","11144","16516","26254","30187","25251","29506","27682","36211","35280","40092","40601","44913","49351","66506","106081","76124","80226","69418","111646","118843","137726","200268","187169","180805","199385","240936","250797","277530","271595","284454","291276","298753","306728"
"Ecuador","Metal ores","Imports","IMP","t","122676","207723","147474","168740","192458","235743","230305","320326","338756","0","327456","187896","280700","298885","516765","413835","360366","391353","355354","358035","286356","413524","382188","330728","496818","572343","570441","610309","805888","379561","555540","345691","548530","795090","871822","876868","1049937","1025828","1294850","855336","983982","1194368","1102729","1326231","1191877","1064973","973030","667107","664599","642432","610726","646934","672038","693507","700377"
"Ecuador","Metal ores","Material Footprint (RMC)","MF","t","1588916","1482119","1523209","1635115","2023611","1998832","2205977","2262439","2148838","2285782","2406383","2648380","2364275","2081550","2235439","2341938","2001970","1855638","1776432","1878531","1805833","1929827","2244049","2801356","3062680","3735468","3952701","4676720","5104708","3537601","3540698","4836332","5460469","5212059","5486753","5760420","5863456","6026785","6892997","6182867","7003394","8192814","8229546","8880549","8921311","7988713","6528929","7646802","7357408","7119541","5926622","7116974","7041734","7079821","7235827"
"EECCA","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"EECCA","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"EECCA","Metal ores","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45651","8361989","83508696","90969415","88432984","88809847","107297429","109956708","119266291","119697062","135405086","134914608","148449993","151257043","147315793","144394402","147538115","162118828","168978831","161733583","158685723","153142792","148283256","139392913","141352427","142320164","142097667","148944406","152355868","156303583","161132606"
"EECCA","Metal ores","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60961","550881","24657750","21291774","25509666","22693610","33948630","32917849","32493491","40675993","39336753","40759697","44445871","51766398","49814142","37442202","29726055","32189682","46263102","47464192","45229822","40032362","38127949","38708208","39104804","41590998","42187528","43376282","40721268","38897915","39783160"
"EECCA","Metal ores","Material Footprint (RMC)","MF","t","310007948","311043869","316871402","325790926","292617606","281238831","278657526","264250385","259014454","250386168","239290519","239432262","250476068","263003104","270156341","268159623","237436668","213529568","205183069","201066667","217407402","289978782","134168500","136601510","145333641","140934554","144934459","158820159","140241708","118300082","105886137","130950006","144615219","150864643","158252380","168695674","186851420","221696210","227771635","258197053","237061381","234972999","278433932","291001343","289815549","305286071","304800081","314339002","283299484","323126358","349789494","315590409","315641299","307755646","312416501"
"Egypt","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Egypt","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Egypt","Metal ores","Exports","EXP","t","95140","55253","90692","60305","113094","146126","85908","57682","138794","113375","98456","109949","111936","112516","196338","139602","142488","167408","259109","279731","344390","292739","646440","610933","636468","590372","291750","427763","328590","353404","539800","558015","942337","1313274","1544519","1478070","2130838","1636754","1636145","1550895","1790778","1998935","1245352","1853158","1446476","940480","1341113","2199199","2188845","1596014","1604993","1685943","1740781","1805669","1876655"
